,quality
2998,6
2999,7
3000,6
3001,8
3002,8
3003,5
3004,4
3005,8
3006,6
3007,7
3008,6
3009,6
3010,6
3011,8
3012,6
3013,6
3014,5
3015,6
3016,3
3017,5
3018,7
3019,4
3020,6
3021,5
3022,4
3023,6
3024,6
3025,6
3026,5
3027,7
3028,5
3029,4
3030,5
3031,7
3032,6
3033,5
3034,5
3035,5
3036,7
3037,5
3038,5
3039,5
3040,5
3041,5
3042,6
3043,6
3044,6
3045,6
3046,6
3047,6
3048,6
3049,6
3050,5
3051,6
3052,7
3053,5
3054,5
3055,6
3056,6
3057,6
3058,6
3059,6
3060,6
3061,6
3062,6
3063,8
3064,5
3065,6
3066,7
3067,5
3068,5
3069,7
3070,6
3071,5
3072,6
3073,4
3074,6
3075,5
3076,6
3077,6
3078,6
3079,6
3080,6
3081,6
3082,4
3083,3
3084,6
3085,6
3086,6
3087,6
3088,5
3089,6
3090,5
3091,5
3092,8
3093,8
3094,7
3095,5
3096,7
3097,6
3098,6
3099,7
3100,5
3101,5
3102,7
3103,8
3104,7
3105,6
3106,6
3107,6
3108,5
3109,5
3110,6
3111,7
3112,6
3113,7
3114,6
3115,6
3116,6
3117,6
3118,5
3119,6
3120,5
3121,5
3122,6
3123,6
3124,5
3125,6
3126,6
3127,6
3128,6
3129,5
3130,7
3131,7
3132,6
3133,6
3134,6
3135,5
3136,6
3137,6
3138,6
3139,6
3140,4
3141,6
3142,6
3143,5
3144,6
3145,6
3146,6
3147,6
3148,6
3149,6
3150,6
3151,7
3152,7
3153,7
3154,7
3155,6
3156,6
3157,4
3158,4
3159,6
3160,5
3161,7
3162,6
3163,5
3164,6
3165,5
3166,5
3167,6
3168,5
3169,5
3170,6
3171,6
3172,5
3173,4
3174,6
3175,6
3176,4
3177,5
3178,4
3179,5
3180,6
3181,7
3182,5
3183,6
3184,5
3185,5
3186,6
3187,5
3188,6
3189,6
3190,6
3191,6
3192,6
3193,6
3194,6
3195,5
3196,6
3197,6
3198,6
3199,6
3200,6
3201,5
3202,7
3203,5
3204,9
3205,6
3206,7
3207,5
3208,7
3209,6
3210,6
3211,7
3212,7
3213,5
3214,6
3215,6
3216,6
3217,6
3218,8
3219,7
3220,5
3221,6
3222,6
3223,7
3224,6
3225,6
3226,5
3227,6
3228,6
3229,5
3230,6
3231,8
3232,7
3233,6
3234,6
3235,5
3236,6
3237,5
3238,5
3239,5
3240,6
3241,7
3242,7
3243,7
3244,7
3245,6
3246,7
3247,5
3248,4
3249,7
3250,6
3251,4
3252,6
3253,5
3254,5
3255,5
3256,6
3257,5
3258,5
3259,6
3260,6
3261,7
3262,6
3263,4
3264,8
3265,5
3266,6
3267,7
3268,6
3269,6
3270,7
3271,5
3272,5
3273,6
3274,5
3275,7
3276,6
3277,6
3278,5
3279,5
3280,6
3281,7
3282,7
3283,7
3284,7
3285,5
3286,7
3287,3
3288,6
3289,4
3290,7
3291,6
3292,5
3293,6
3294,6
3295,6
3296,6
3297,6
3298,6
3299,6
3300,5
3301,4
3302,5
3303,5
3304,6
3305,6
3306,5
3307,4
3308,5
3309,5
3310,5
3311,6
3312,6
3313,5
3314,8
3315,6
3316,6
3317,4
3318,6
3319,7
3320,7
3321,6
3322,8
3323,6
3324,6
3325,6
3326,6
3327,5
3328,6
3329,6
3330,6
3331,5
3332,6
3333,6
3334,6
3335,5
3336,6
3337,5
3338,4
3339,6
3340,6
3341,6
3342,6
3343,5
3344,5
3345,5
3346,6
3347,5
3348,6
3349,6
3350,7
3351,6
3352,7
3353,6
3354,6
3355,5
3356,5
3357,5
3358,5
3359,6
3360,6
3361,7
3362,6
3363,5
3364,5
3365,5
3366,5
3367,5
3368,7
3369,6
3370,6
3371,6
3372,6
3373,6
3374,6
3375,5
3376,6
3377,8
3378,8
3379,5
3380,4
3381,6
3382,6
3383,7
3384,6
3385,7
3386,7
3387,5
3388,7
3389,5
3390,5
3391,6
3392,5
3393,5
3394,6
3395,5
3396,8
3397,6
3398,6
3399,6
3400,5
3401,6
3402,6
3403,6
3404,5
3405,5
3406,6
3407,5
3408,6
3409,6
3410,5
3411,6
3412,6
3413,7
3414,6
3415,7
3416,4
3417,6
3418,6
3419,6
3420,5
3421,7
3422,6
3423,5
3424,5
3425,5
3426,6
3427,6
3428,7
3429,7
3430,7
3431,7
3432,7
3433,6
3434,5
3435,6
3436,7
3437,6
3438,6
3439,5
3440,7
3441,6
3442,6
3443,6
3444,5
3445,5
3446,5
3447,5
3448,6
3449,7
3450,6
3451,7
3452,5
3453,7
3454,6
3455,4
3456,5
3457,5
3458,6
3459,6
3460,6
3461,7
3462,5
3463,6
3464,6
3465,6
3466,6
3467,7
3468,7
3469,6
3470,6
3471,5
3472,5
3473,5
3474,5
3475,6
3476,6
3477,6
3478,6
3479,5
3480,6
3481,5
3482,5
3483,5
3484,6
3485,5
3486,5
3487,5
3488,5
3489,5
3490,5
3491,5
3492,5
3493,5
3494,6
3495,6
3496,6
3497,6
3498,7
3499,6
3500,5
3501,6
3502,5
3503,6
3504,6
3505,5
3506,7
3507,7
3508,5
3509,5
3510,6
3511,6
3512,6
3513,6
3514,7
3515,5
3516,6
3517,6
3518,6
3519,7
3520,5
3521,5
3522,5
3523,4
3524,6
3525,6
3526,5
3527,6
3528,5
3529,6
3530,3
3531,6
3532,5
3533,6
3534,5
3535,6
3536,7
3537,5
3538,5
3539,5
3540,5
3541,5
3542,5
3543,5
3544,6
3545,6
3546,5
3547,7
3548,5
3549,5
3550,4
3551,7
3552,6
3553,5
3554,5
3555,5
3556,6
3557,6
3558,5
3559,5
3560,5
3561,5
3562,6
3563,5
3564,6
3565,6
3566,7
3567,6
3568,7
3569,6
3570,7
3571,5
3572,5
3573,5
3574,6
3575,5
3576,6
3577,6
3578,6
3579,8
3580,8
3581,8
3582,8
3583,8
3584,6
3585,6
3586,5
3587,6
3588,7
3589,4
3590,8
3591,5
3592,6
3593,6
3594,6
3595,6
3596,6
3597,6
3598,6
3599,5
3600,5
3601,6
3602,6
3603,6
3604,6
3605,6
3606,6
3607,5
3608,7
3609,6
3610,5
3611,5
3612,6
3613,5
3614,6
3615,7
3616,5
3617,7
3618,6
3619,6
3620,6
3621,6
3622,6
3623,5
3624,5
3625,5
3626,5
3627,6
3628,6
3629,6
3630,5
3631,6
3632,5
3633,5
3634,5
3635,6
3636,5
3637,5
3638,5
3639,6
3640,5
3641,6
3642,6
3643,6
3644,5
3645,5
3646,5
3647,5
3648,7
3649,3
3650,5
3651,5
3652,5
3653,5
3654,6
3655,5
3656,7
3657,5
3658,5
3659,5
3660,6
3661,5
3662,5
3663,6
3664,5
3665,5
3666,5
3667,6
3668,7
3669,6
3670,6
3671,5
3672,5
3673,6
3674,5
3675,5
3676,6
3677,6
3678,4
3679,5
3680,5
3681,6
3682,5
3683,6
3684,6
3685,5
3686,6
3687,6
3688,6
3689,5
3690,5
3691,5
3692,5
3693,5
3694,5
3695,5
3696,5
3697,6
3698,5
3699,5
3700,6
3701,5
3702,5
3703,5
3704,5
3705,5
3706,6
3707,6
3708,6
3709,5
3710,5
3711,5
3712,5
3713,6
3714,5
3715,4
3716,5
3717,6
3718,4
3719,5
3720,7
3721,5
3722,5
3723,7
3724,5
3725,5
3726,5
3727,6
3728,5
3729,5
3730,6
3731,6
3732,6
3733,6
3734,5
3735,6
3736,5
3737,5
3738,5
3739,5
3740,5
3741,5
3742,7
3743,6
3744,6
3745,6
3746,5
3747,5
3748,6
3749,6
3750,5
3751,6
3752,6
3753,4
3754,5
3755,4
3756,6
3757,6
3758,4
3759,6
3760,7
3761,6
3762,6
3763,5
3764,5
3765,5
3766,7
3767,7
3768,7
3769,7
3770,7
3771,5
3772,5
3773,7
3774,7
3775,5
3776,7
3777,5
3778,6
3779,6
3780,6
3781,5
3782,5
3783,6
3784,7
3785,5
3786,5
3787,6
3788,6
3789,6
3790,5
3791,6
3792,6
3793,6
3794,5
3795,6
3796,6
3797,5
3798,6
3799,5
3800,6
3801,5
3802,5
3803,5
3804,5
3805,6
3806,7
3807,5
3808,6
3809,7
3810,6
3811,6
3812,6
3813,5
3814,6
3815,5
3816,6
3817,6
3818,7
3819,6
3820,6
3821,7
3822,6
3823,7
3824,4
3825,5
3826,5
3827,7
3828,6
3829,7
3830,6
3831,6
3832,5
3833,5
3834,6
3835,5
3836,4
3837,6
3838,6
3839,5
3840,5
3841,5
3842,5
3843,5
3844,7
3845,4
3846,6
3847,6
3848,5
3849,6
3850,7
3851,5
3852,5
3853,6
3854,6
3855,5
3856,6
3857,5
3858,6
3859,5
3860,6
3861,6
3862,5
3863,6
3864,5
3865,5
3866,6
3867,6
3868,6
3869,7
3870,6
3871,6
3872,5
3873,7
3874,4
3875,6
3876,6
3877,6
3878,5
3879,6
3880,6
3881,5
3882,5
3883,5
3884,5
3885,5
3886,5
3887,5
3888,7
3889,7
3890,6
3891,6
3892,7
3893,7
3894,6
3895,7
3896,6
3897,8
3898,7
3899,7
3900,5
3901,5
3902,5
3903,6
3904,7
3905,5
3906,5
3907,5
3908,6
3909,5
3910,7
3911,5
3912,7
3913,6
3914,6
3915,7
3916,5
3917,4
3918,7
3919,6
3920,5
3921,6
3922,6
3923,5
3924,6
3925,5
3926,6
3927,5
3928,5
3929,6
3930,5
3931,6
3932,8
3933,5
3934,5
3935,5
3936,4
3937,5
3938,6
3939,6
3940,5
3941,8
3942,5
3943,6
3944,6
3945,4
3946,6
3947,6
3948,5
3949,5
3950,6
3951,6
3952,7
3953,6
3954,7
3955,6
3956,5
3957,5
3958,5
3959,6
3960,5
3961,6
3962,5
3963,5
3964,5
3965,5
3966,6
3967,6
3968,6
3969,7
3970,5
3971,4
3972,3
3973,6
3974,6
3975,6
3976,6
3977,5
3978,4
3979,4
3980,6
3981,8
3982,6
3983,8
3984,5
3985,4
3986,4
3987,4
3988,8
3989,8
3990,6
3991,7
3992,6
3993,5
3994,5
3995,5
3996,6
3997,6
3998,6
3999,4
4000,4
4001,6
4002,6
4003,5
4004,5
4005,6
4006,6
4007,5
4008,4
4009,6
4010,6
4011,4
4012,4
4013,4
4014,5
4015,6
4016,5
4017,5
4018,5
4019,7
4020,5
4021,5
4022,6
4023,5
4024,6
4025,6
4026,6
4027,6
4028,6
4029,5
4030,5
4031,5
4032,6
4033,6
4034,4
4035,5
4036,6
4037,5
4038,6
4039,5
4040,6
4041,5
4042,5
4043,5
4044,5
4045,5
4046,6
4047,6
4048,6
4049,5
4050,5
4051,7
4052,6
4053,5
4054,6
4055,6
4056,6
4057,6
4058,5
4059,5
4060,5
4061,5
4062,7
4063,5
4064,5
4065,5
4066,6
4067,6
4068,5
4069,5
4070,7
4071,6
4072,6
4073,7
4074,5
4075,6
4076,7
4077,6
4078,6
4079,5
4080,6
4081,6
4082,6
4083,5
4084,6
4085,5
4086,6
4087,6
4088,6
4089,6
4090,5
4091,6
4092,4
4093,4
4094,5
4095,5
4096,5
4097,5
4098,6
4099,5
4100,5
4101,4
4102,4
4103,6
4104,6
4105,6
4106,7
4107,6
4108,5
4109,6
4110,6
4111,6
4112,5
4113,7
4114,7
4115,6
4116,6
4117,7
4118,5
4119,5
4120,7
4121,8
4122,5
4123,5
4124,8
4125,7
4126,6
4127,6
4128,5
4129,6
4130,4
4131,4
4132,5
4133,7
4134,6
4135,6
4136,6
4137,6
4138,5
4139,5
4140,6
4141,5
4142,6
4143,6
4144,6
4145,5
4146,5
4147,6
4148,5
4149,5
4150,6
4151,5
4152,7
4153,7
4154,7
4155,5
4156,7
4157,7
4158,5
4159,6
4160,5
4161,6
4162,5
4163,6
4164,5
4165,7
4166,5
4167,6
4168,6
4169,5
4170,6
4171,5
4172,5
4173,5
4174,6
4175,5
4176,5
4177,7
4178,6
4179,5
4180,7
4181,7
4182,7
4183,7
4184,7
4185,7
4186,6
4187,7
4188,4
4189,6
4190,7
4191,5
4192,5
4193,7
4194,5
4195,5
4196,6
4197,5
4198,6
4199,7
4200,5
4201,6
4202,7
4203,7
4204,6
4205,6
4206,6
4207,6
4208,6
4209,5
4210,5
4211,7
4212,5
4213,5
4214,7
4215,7
4216,7
4217,7
4218,6
4219,5
4220,5
4221,7
4222,7
4223,5
4224,5
4225,7
4226,7
4227,6
4228,5
4229,6
4230,7
4231,5
4232,5
4233,5
4234,6
4235,5
4236,5
4237,6
4238,6
4239,6
4240,5
4241,5
4242,5
4243,6
4244,7
4245,7
4246,5
4247,6
4248,6
4249,5
4250,5
4251,7
4252,5
4253,5
4254,5
4255,4
4256,7
4257,7
4258,6
4259,6
4260,6
4261,6
4262,8
4263,7
4264,5
4265,7
4266,7
4267,6
4268,5
4269,7
4270,7
4271,7
4272,6
4273,7
4274,7
4275,6
4276,6
4277,5
4278,6
4279,6
4280,6
4281,6
4282,5
4283,6
4284,7
4285,6
4286,5
4287,6
4288,6
4289,6
4290,6
4291,6
4292,6
4293,6
4294,6
4295,6
4296,5
4297,6
4298,6
4299,7
4300,5
4301,5
4302,5
4303,6
4304,6
4305,6
4306,5
4307,6
4308,5
4309,5
4310,5
4311,5
4312,6
4313,6
4314,6
4315,5
4316,6
4317,6
4318,6
4319,7
4320,5
4321,7
4322,6
4323,6
4324,5
4325,6
4326,6
4327,6
4328,7
4329,5
4330,5
4331,5
4332,7
4333,6
4334,6
4335,6
4336,7
4337,5
4338,7
4339,6
4340,5
4341,6
4342,6
4343,6
4344,7
4345,6
4346,6
4347,8
4348,6
4349,8
4350,6
4351,6
4352,8
4353,5
4354,5
4355,6
4356,5
4357,6
4358,6
4359,6
4360,5
4361,5
4362,6
4363,6
4364,6
4365,6
4366,6
4367,6
4368,5
4369,7
4370,6
4371,7
4372,7
4373,8
4374,8
4375,8
4376,6
4377,7
4378,5
4379,5
4380,6
4381,6
4382,6
4383,6
4384,5
4385,6
4386,5
4387,5
4388,5
4389,6
4390,5
4391,5
4392,7
4393,5
4394,8
4395,7
4396,5
4397,7
4398,7
4399,5
4400,5
4401,6
4402,8
4403,8
4404,6
4405,5
4406,5
4407,6
4408,7
4409,7
4410,5
4411,6
4412,7
4413,7
4414,5
4415,5
4416,7
4417,4
4418,6
4419,5
4420,5
4421,5
4422,6
4423,6
4424,6
4425,6
4426,7
4427,7
4428,5
4429,5
4430,5
4431,6
4432,7
4433,6
4434,6
4435,6
4436,6
4437,7
4438,7
4439,6
4440,6
4441,6
4442,6
4443,5
4444,7
4445,7
4446,5
4447,5
4448,5
4449,5
4450,5
4451,5
4452,6
4453,6
4454,7
4455,7
4456,8
4457,7
4458,6
4459,6
4460,6
4461,6
4462,6
4463,6
4464,6
4465,7
4466,7
4467,5
4468,6
4469,7
4470,6
4471,7
4472,8
4473,7
4474,6
4475,5
4476,5
4477,6
4478,6
4479,5
4480,7
4481,5
4482,7
4483,7
4484,6
4485,5
4486,5
4487,4
4488,6
4489,8
4490,6
4491,5
4492,7
4493,7
4494,5
4495,5
4496,5
4497,5
4498,5
4499,6
4500,7
4501,5
4502,6
4503,7
4504,5
4505,5
4506,6
4507,6
4508,6
4509,5
4510,5
4511,7
4512,5
4513,6
4514,6
4515,6
4516,7
4517,6
4518,5
4519,4
4520,6
4521,8
4522,6
4523,6
4524,5
4525,8
4526,7
4527,7
4528,6
4529,8
4530,8
4531,6
4532,6
4533,5
4534,4
4535,5
4536,5
4537,8
4538,8
4539,6
4540,5
4541,5
4542,8
4543,6
4544,8
4545,6
4546,6
4547,6
4548,6
4549,5
4550,5
4551,5
4552,5
4553,7
4554,5
4555,6
4556,6
4557,5
4558,7
4559,7
4560,6
4561,5
4562,7
4563,5
4564,8
4565,6
4566,6
4567,5
4568,6
4569,5
4570,5
4571,6
4572,6
4573,6
4574,6
4575,6
4576,6
4577,6
4578,7
4579,7
4580,7
4581,6
4582,6
4583,6
4584,7
4585,7
4586,7
4587,7
4588,6
4589,7
4590,7
4591,7
4592,7
4593,7
4594,6
4595,8
4596,6
4597,7
4598,7
4599,7
4600,7
4601,7
4602,7
4603,6
4604,6
4605,6
4606,7
4607,7
4608,6
4609,5
4610,6
4611,6
4612,6
4613,6
4614,6
4615,6
4616,6
4617,8
4618,6
4619,6
4620,4
4621,5
4622,6
4623,6
4624,7
4625,6
4626,5
4627,6
4628,8
4629,8
4630,6
4631,5
4632,6
4633,6
4634,7
4635,5
4636,6
4637,6
4638,6
4639,5
4640,6
4641,6
4642,6
4643,6
4644,6
4645,6
4646,5
4647,6
4648,5
4649,4
4650,5
4651,7
4652,5
4653,6
4654,6
4655,5
4656,5
4657,5
4658,6
4659,5
4660,5
4661,8
4662,5
4663,5
4664,6
4665,5
4666,4
4667,6
4668,8
4669,8
4670,7
4671,6
4672,5
4673,5
4674,7
4675,5
4676,5
4677,5
4678,5
4679,6
4680,5
4681,6
4682,7
4683,6
4684,6
4685,7
4686,3
4687,6
4688,7
4689,6
4690,6
4691,6
4692,7
4693,6
4694,6
4695,7
4696,5
4697,7
4698,7
4699,7
4700,6
4701,6
4702,7
4703,5
4704,6
4705,6
4706,6
4707,5
4708,4
4709,6
4710,7
4711,5
4712,6
4713,6
4714,6
4715,7
4716,7
4717,7
4718,5
4719,6
4720,5
4721,6
4722,5
4723,6
4724,5
4725,7
4726,5
4727,6
4728,6
4729,6
4730,5
4731,6
4732,6
4733,6
4734,6
4735,5
4736,6
4737,6
4738,6
4739,6
4740,7
4741,6
4742,5
4743,6
4744,6
4745,6
4746,6
4747,6
4748,6
4749,6
4750,6
4751,6
4752,6
4753,6
4754,7
4755,5
4756,7
4757,7
4758,6
4759,6
4760,5
4761,7
4762,7
4763,6
4764,6
4765,6
4766,7
4767,6
4768,6
4769,6
4770,6
4771,8
4772,8
4773,8
4774,6
4775,6
4776,5
4777,6
4778,4
4779,6
4780,6
4781,5
4782,6
4783,7
4784,6
4785,4
4786,7
4787,8
4788,5
4789,7
4790,6
4791,6
4792,5
4793,5
4794,6
4795,7
4796,6
4797,7
4798,7
4799,7
4800,6
4801,7
4802,7
4803,5
4804,7
4805,7
4806,6
4807,5
4808,5
4809,5
4810,6
4811,5
4812,6
4813,6
4814,6
4815,5
4816,5
4817,4
4818,7
4819,5
4820,6
4821,6
4822,6
4823,6
4824,7
4825,6
4826,6
4827,6
4828,7
4829,6
4830,6
4831,5
4832,6
4833,6
4834,6
4835,6
4836,7
4837,5
4838,7
4839,6
4840,7
4841,6
4842,7
4843,7
4844,5
4845,6
4846,6
4847,7
4848,7
4849,6
4850,6
4851,8
4852,8
4853,5
4854,6
4855,6
4856,6
4857,6
4858,6
4859,6
4860,5
4861,7
4862,8
4863,6
4864,3
4865,6
4866,6
4867,6
4868,5
4869,5
4870,7
4871,7
4872,7
4873,5
4874,4
4875,8
4876,7
4877,5
4878,6
4879,5
4880,6
4881,7
4882,6
4883,6
4884,7
4885,7
4886,7
4887,6
4888,5
4889,5
4890,8
4891,5
4892,7
4893,6
4894,5
4895,5
4896,5
4897,6
4898,7
4899,5
4900,8
4901,6
4902,7
4903,7
4904,7
4905,7
4906,3
4907,6
4908,7
4909,7
4910,7
4911,7
4912,7
4913,6
4914,7
4915,6
4916,6
4917,7
4918,5
4919,5
4920,6
4921,7
4922,6
4923,6
4924,7
4925,5
4926,7
4927,5
4928,6
4929,6
4930,6
4931,7
4932,6
4933,6
4934,6
4935,6
4936,6
4937,6
4938,6
4939,6
4940,6
4941,5
4942,7
4943,6
4944,6
4945,6
4946,6
4947,6
4948,6
4949,6
4950,6
4951,6
4952,6
4953,7
4954,6
4955,6
4956,7
4957,6
4958,6
4959,7
4960,6
4961,6
4962,6
4963,6
4964,7
4965,6
4966,6
4967,6
4968,7
4969,6
4970,6
4971,6
4972,7
4973,5
4974,6
4975,6
4976,6
4977,8
4978,5
4979,7
4980,7
4981,7
4982,6
4983,6
4984,6
4985,8
4986,5
4987,6
4988,7
4989,6
4990,8
4991,6
4992,6
4993,5
4994,5
4995,6
4996,6
4997,5
4998,6
4999,6
5000,5
5001,6
5002,5
5003,6
5004,6
5005,6
5006,5
5007,6
5008,3
5009,7
5010,6
5011,6
5012,6
5013,7
5014,7
5015,6
5016,4
5017,6
5018,7
5019,5
5020,8
5021,8
5022,5
5023,6
5024,6
5025,6
5026,6
5027,6
5028,5
5029,6
5030,6
5031,5
5032,7
5033,6
5034,6
5035,6
5036,5
5037,5
5038,5
5039,5
5040,5
5041,7
5042,6
5043,5
5044,8
5045,6
5046,6
5047,7
5048,8
5049,7
5050,7
5051,5
5052,6
5053,5
5054,6
5055,5
5056,7
5057,7
5058,6
5059,6
5060,8
5061,6
5062,7
5063,5
5064,6
5065,6
5066,5
5067,8
5068,6
5069,8
5070,6
5071,6
5072,8
5073,6
5074,6
5075,8
5076,7
5077,6
5078,7
5079,8
5080,5
5081,8
5082,7
5083,8
5084,7
5085,6
5086,6
5087,6
5088,8
5089,7
5090,6
5091,7
5092,7
5093,6
5094,7
5095,7
5096,6
5097,6
5098,7
5099,7
5100,6
5101,5
5102,7
5103,7
5104,7
5105,6
5106,7
5107,5
5108,6
5109,6
5110,7
5111,6
5112,6
5113,6
5114,7
5115,7
5116,7
5117,5
5118,7
5119,5
5120,7
5121,5
5122,5
5123,6
5124,6
5125,6
5126,6
5127,4
5128,7
5129,5
5130,5
5131,6
5132,6
5133,5
5134,5
5135,6
5136,5
5137,7
5138,6
5139,6
5140,6
5141,6
5142,6
5143,6
5144,6
5145,6
5146,6
5147,6
5148,6
5149,6
5150,6
5151,6
5152,6
5153,6
5154,6
5155,7
5156,6
5157,6
5158,4
5159,6
5160,5
5161,6
5162,5
5163,6
5164,6
5165,6
5166,6
5167,7
5168,6
5169,6
5170,4
5171,6
5172,6
5173,6
5174,7
5175,5
5176,7
5177,4
5178,7
5179,5
5180,7
5181,6
5182,6
5183,7
5184,7
5185,7
5186,6
5187,6
5188,6
5189,7
5190,5
5191,7
5192,7
5193,7
5194,7
5195,7
5196,6
5197,7
5198,6
5199,6
5200,7
5201,6
5202,7
5203,6
5204,5
5205,5
5206,6
5207,6
5208,6
5209,5
5210,6
5211,6
5212,6
5213,5
5214,6
5215,5
5216,5
5217,7
5218,6
5219,7
5220,7
5221,6
5222,6
5223,7
5224,5
5225,5
5226,5
5227,6
5228,6
5229,6
5230,6
5231,6
5232,6
5233,7
5234,6
5235,7
5236,7
5237,7
5238,6
5239,6
5240,6
5241,6
5242,6
5243,7
5244,6
5245,7
5246,7
5247,5
5248,6
5249,4
5250,6
5251,6
5252,6
5253,6
5254,7
5255,7
5256,8
5257,7
5258,8
5259,8
5260,6
5261,4
5262,6
5263,8
5264,8
5265,7
5266,8
5267,5
5268,7
5269,6
5270,7
5271,8
5272,7
5273,5
5274,6
5275,7
5276,6
5277,5
5278,7
5279,6
5280,8
5281,7
5282,6
5283,7
5284,6
5285,5
5286,5
5287,6
5288,8
5289,7
5290,6
5291,7
5292,7
5293,5
5294,6
5295,7
5296,6
5297,6
5298,5
5299,5
5300,5
5301,6
5302,6
5303,6
5304,6
5305,6
5306,6
5307,5
5308,5
5309,5
5310,6
5311,5
5312,5
5313,4
5314,6
5315,5
5316,6
5317,5
5318,5
5319,7
5320,5
5321,5
5322,7
5323,6
5324,6
5325,7
5326,7
5327,7
5328,5
5329,6
5330,6
5331,5
5332,6
5333,5
5334,6
5335,4
5336,5
5337,6
5338,7
5339,7
5340,7
5341,7
5342,7
5343,7
5344,7
5345,5
5346,6
5347,5
5348,6
5349,7
5350,5
5351,5
5352,5
5353,8
5354,6
5355,5
5356,5
5357,5
5358,6
5359,6
5360,7
5361,5
5362,5
5363,8
5364,5
5365,5
5366,5
5367,6
5368,5
5369,4
5370,6
5371,6
5372,5
5373,5
5374,6
5375,5
5376,6
5377,7
5378,7
5379,5
5380,6
5381,6
5382,5
5383,6
5384,7
5385,5
5386,5
5387,5
5388,6
5389,5
5390,5
5391,6
5392,6
5393,5
5394,6
5395,6
5396,5
5397,5
5398,5
5399,5
5400,6
5401,5
5402,6
5403,5
5404,6
5405,5
5406,5
5407,6
5408,6
5409,3
5410,5
5411,5
5412,5
5413,5
5414,7
5415,5
5416,6
5417,6
5418,6
5419,5
5420,6
5421,6
5422,5
5423,7
5424,6
5425,6
5426,5
5427,6
5428,7
5429,7
5430,5
5431,5
5432,6
5433,5
5434,5
5435,6
5436,6
5437,5
5438,5
5439,6
5440,6
5441,6
5442,7
5443,6
5444,5
5445,6
5446,5
5447,6
5448,5
5449,6
5450,7
5451,6
5452,7
5453,6
5454,6
5455,6
5456,6
5457,6
5458,5
5459,5
5460,6
5461,6
5462,6
5463,7
5464,6
5465,6
5466,5
5467,6
5468,6
5469,6
5470,6
5471,4
5472,5
5473,5
5474,7
5475,5
5476,5
5477,5
5478,4
5479,6
5480,6
5481,5
5482,6
5483,6
5484,6
5485,6
5486,6
5487,6
5488,6
5489,6
5490,5
5491,5
5492,5
5493,6
5494,6
5495,6
5496,6
5497,7
5498,5
5499,5
5500,4
5501,6
5502,6
5503,7
5504,7
5505,7
5506,7
5507,7
5508,7
5509,6
5510,6
5511,7
5512,6
5513,7
5514,7
5515,6
5516,5
5517,7
5518,6
5519,6
5520,5
5521,7
5522,5
5523,5
5524,5
5525,6
5526,5
5527,5
5528,5
5529,6
5530,6
5531,8
5532,4
5533,6
5534,5
5535,6
5536,5
5537,6
5538,6
5539,5
5540,5
5541,6
5542,6
5543,6
5544,6
5545,6
5546,7
5547,5
5548,5
5549,5
5550,5
5551,6
5552,7
5553,5
5554,6
5555,5
5556,5
5557,6
5558,6
5559,6
5560,5
5561,7
5562,7
5563,5
5564,4
5565,6
5566,4
5567,6
5568,6
5569,7
5570,6
5571,6
5572,4
5573,6
5574,7
5575,7
5576,6
5577,7
5578,6
5579,5
5580,7
5581,7
5582,6
5583,7
5584,6
5585,6
5586,6
5587,6
5588,6
5589,6
5590,5
5591,7
5592,7
5593,7
5594,5
5595,7
5596,7
5597,6
5598,6
5599,6
5600,5
5601,6
5602,6
5603,7
5604,6
5605,6
5606,5
5607,6
5608,6
5609,6
5610,7
5611,6
5612,6
5613,6
5614,5
5615,5
5616,6
5617,6
5618,5
5619,4
5620,5
5621,5
5622,6
5623,6
5624,6
5625,6
5626,5
5627,6
5628,6
5629,5
5630,5
5631,5
5632,6
5633,5
5634,6
5635,5
5636,5
5637,5
5638,4
5639,5
5640,5
5641,7
5642,7
5643,7
5644,7
5645,7
5646,6
5647,6
5648,6
5649,7
5650,6
5651,5
5652,7
5653,7
5654,6
5655,5
5656,6
5657,6
5658,6
5659,5
5660,5
5661,6
5662,5
5663,5
5664,8
5665,6
5666,5
5667,6
5668,6
5669,5
5670,6
5671,7
5672,5
5673,4
5674,6
5675,5
5676,6
5677,6
5678,6
5679,6
5680,6
5681,6
5682,5
5683,8
5684,6
5685,6
5686,6
5687,6
5688,6
5689,6
5690,6
5691,6
5692,6
5693,7
5694,6
5695,5
5696,6
5697,5
5698,6
5699,6
5700,5
5701,5
5702,7
5703,7
5704,7
5705,5
5706,6
5707,6
5708,6
5709,5
5710,6
5711,6
5712,6
5713,6
5714,6
5715,6
5716,6
5717,8
5718,7
5719,5
5720,6
5721,6
5722,6
5723,7
5724,5
5725,5
5726,5
5727,5
5728,7
5729,6
5730,5
5731,5
5732,6
5733,6
5734,5
5735,6
5736,5
5737,6
5738,7
5739,6
5740,6
5741,6
5742,6
5743,6
5744,6
5745,7
5746,7
5747,6
5748,7
5749,5
5750,6
5751,6
5752,5
5753,5
5754,5
5755,5
5756,7
5757,7
5758,7
5759,7
5760,7
5761,7
5762,5
5763,5
5764,7
5765,7
5766,8
5767,6
5768,7
5769,7
5770,5
5771,6
5772,5
5773,6
5774,7
5775,6
5776,6
5777,7
5778,5
5779,6
5780,6
5781,6
5782,7
5783,7
5784,5
5785,5
5786,6
5787,6
5788,5
5789,6
5790,5
5791,6
5792,6
5793,6
5794,8
5795,6
5796,5
